sequenceID,collectionDate,postCode,longitude,latitude
hCoV-19/Belgium/ULG-10015/2020|EPI_ISL_421193|2020-03-31|Europe,2020.24590163934,4020,741152.8050435,651194.930877229
hCoV-19/Belgium/UGent-49/2020|EPI_ISL_434365|2020-03-30|Europe,2020.24316939891,NA,NA,NA
hCoV-19/Belgium/DPR-0406398/2020|EPI_ISL_462252|2020-04-06,2020.26229508197,2890,638265.019344676,693822.45838987
hCoV-19/Belgium/ITM_C305/2020|EPI_ISL_434370|2020-04-05|Europe,2020.25956284153,NA,NA,NA
hCoV-19/Belgium/VBMJ-0401430/2020|EPI_ISL_462225|2020-04-01,2020.24863387978,2830,651073.482081308,696616.909394222
hCoV-19/Belgium/ITM_C451/2020|EPI_ISL_434377|2020-04-12|Europe,2020.27868852459,NA,NA,NA
hCoV-19/Belgium/VJB-0327317/2020|EPI_ISL_462171|2020-03-27,2020.2349726776,8970,531155.447579934,672817.010518605
hCoV-19/Belgium/ITM_C366/2020|EPI_ISL_434374|2020-04-08|Europe,2020.26775956284,NA,NA,NA
hCoV-19/Belgium/ITM_C359/2020|EPI_ISL_450735|2020-04-07|Europe,2020.2650273224,NA,NA,NA
hCoV-19/Belgium/ITM_C053/2020|EPI_ISL_434372|2020-03-26|Europe,2020.23224043716,NA,NA,NA
hCoV-19/Belgium/ITM_C152/2020|EPI_ISL_450727|2020-03-28|Europe,2020.23770491803,NA,NA,NA
hCoV-19/Belgium/ITM_C161/2020|EPI_ISL_450728|2020-03-29|Europe,2020.24043715847,NA,NA,NA
hCoV-19/Belgium/ITM_C189/2020|EPI_ISL_434366|2020-03-30|Europe,2020.24316939891,NA,NA,NA
hCoV-19/Belgium/VRMJ-0401372/2020|EPI_ISL_462226|2020-04-01,2020.24863387978,2870,645601.969002141,695417.485869444
hCoV-19/Belgium/FM-0408414/2020|EPI_ISL_462268|2020-04-08,2020.26775956284,9150,645378.256369105,708792.81852146
hCoV-19/Belgium/ULG-10124/2020|EPI_ISL_427371|2020-04-07|Europe,2020.2650273224,4701,770325.356675516,650276.132613036
hCoV-19/Belgium/SC-0319113/2020|EPI_ISL_420370|2020-03-19|Europe,2020.2131147541,5000,685295.605196787,629654.979876786
hCoV-19/Belgium/WCV-0408399/2020|EPI_ISL_462253|2020-04-08,2020.26775956284,9255,635620.29118798,690130.823275895
hCoV-19/Belgium/UGent-39/2020|EPI_ISL_434356|2020-03-27|Europe,2020.2349726776,NA,NA,NA
hCoV-19/Belgium/ULG-7773/2020|EPI_ISL_418629|2020-03-17|Europe,2020.20765027322,4190,735584.286788481,623327.766138828
hCoV-19/Belgium/JK-0305110/2020|EPI_ISL_420367|2020-03-05|Europe,2020.17486338798,8300,579278.885363219,728600.838746001
hCoV-19/Belgium/VDLH-030548/2020|EPI_ISL_418797|2020-03-05|Europe,2020.17486338798,2920,656141.3669458,730745.262807492
hCoV-19/Belgium/VDLH-030548/2020|EPI_ISL_418796|2020-03-05,2020.17486338798,2920,658991.869518966,727525.586831813
hCoV-19/Belgium/BG-030551/2020|EPI_ISL_418806|2020-03-05|Europe,2020.17486338798,1650,645535.839826568,661849.802625955
hCoV-19/Belgium/FM-030592/2020|EPI_ISL_420348|2020-03-05|Europe,2020.17486338798,7021,628274.842073467,627769.056706198
hCoV-19/Belgium/MT-0322411/2020|EPI_ISL_462265|2020-03-22,2020.22131147541,9120,637299.113004576,711037.574522625
hCoV-19/Belgium/DJ-0323409/2020|EPI_ISL_462263|2020-03-23,2020.22404371585,2020,651410.932844843,708129.544637333
hCoV-19/Belgium/DJS-0330307/2020|EPI_ISL_462161|2020-03-30,2020.24316939891,2490,705001.866942068,706419.300160206
hCoV-19/Belgium/ULG-10185/2020|EPI_ISL_455973|2020-5-10|Europe,2020.35519125683,4000,733927.046972333,647433.260267098
hCoV-19/Belgium/UGent-68/2020|EPI_ISL_451179|2020-04-09|Europe,2020.27049180328,NA,NA,NA
hCoV-19/Belgium/ULG-9536/2020|EPI_ISL_447124|2020-03-21|Europe,2020.21857923497,4728,766085.394940716,655990.060314641
hCoV-19/Belgium/BM-03012/2020|EPI_ISL_415154|2020-03-01|Europe,2020.16393442623,1950,657112.999804185,670965.644804855
hCoV-19/Belgium/ULG-10118/2020|EPI_ISL_427366|2020-04-07|Europe,2020.2650273224,4020,739801.497224292,648811.540294047
hCoV-19/Belgium/HP-0319108/2020|EPI_ISL_420364|2020-03-19|Europe,2020.2131147541,1070,644328.020188154,669619.235918855
hCoV-19/Belgium/BDW-030694/2020|EPI_ISL_420350|2020-03-06|Europe,2020.17759562842,8940,559315.875810636,665930.63347417
hCoV-19/Belgium/MC-030689/2020|EPI_ISL_420345|2020-03-06|Europe,2020.17759562842,5660,661069.869622083,584421.232261137
hCoV-19/Belgium/HI-0507421/2020|EPI_ISL_462275|2020-05-07,2020.34699453552,2280,679134.917114781,707636.074438853
hCoV-19/Belgium/ULG-10177/2020|EPI_ISL_455965|2020-5-9|Europe,2020.35245901639,4761,792502.56471965,628375.881375083
hCoV-19/Belgium/ULG-10178/2020|EPI_ISL_455966|2020-5-9|Europe,2020.35245901639,4761,788388.092567257,626658.84163499
hCoV-19/Belgium/Rega-0319265/2020|EPI_ISL_458235|2020-03-19|Europe,2020.2131147541,3800,705856.31835967,663517.154269051
hCoV-19/Belgium/KKN-0319184/2020|EPI_ISL_420366|2020-03-19|Europe,2020.2131147541,1160,657245.177173991,665090.128683236
hCoV-19/Belgium/ULG-9535/2020|EPI_ISL_447123|2020-03-21|Europe,2020.21857923497,4837,764063.911745241,644440.998482575
hCoV-19/Belgium/UGent-25/2020|EPI_ISL_425064|2020-03-25|Europe,2020.22950819672,NA,NA,NA
hCoV-19/Belgium/DEJ-0403381/2020|EPI_ISL_462235|2020-04-03,2020.25409836066,6030,651718.174418905,620978.779089149
hCoV-19/Belgium/ULG-0532/2020|EPI_ISL_447132|2020-03-24|Europe,2020.22677595628,4830,760766.720526463,645506.874758134
hCoV-19/Belgium/Rega-0329223/2020|EPI_ISL_458193|2020-03-29|Europe,2020.24043715847,7080,614566.2736534,619985.116568005
hCoV-19/Belgium/BCM-0324160/2020|EPI_ISL_420417|2020-03-24|Europe,2020.22677595628,7330,610738.313739381,626855.407875056
hCoV-19/Belgium/ULG-8715/2020|EPI_ISL_418643|2020-03-19|Europe,2020.2131147541,4633,748033.396650756,647789.471518446
hCoV-19/Belgium/Rega-0329224/2020|EPI_ISL_458194|2020-03-29|Europe,2020.24043715847,9149,NA,NA
hCoV-19/Belgium/ULG-10138/2020|EPI_ISL_427383|2020-04-08,2020.26775956284,4121,726303.143267771,638751.491626555
hCoV-19/Belgium/ULG-10139/2020|EPI_ISL_427384|2020-04-08|Europe,2020.26775956284,4821,756683.21180853,647225.183108953
hCoV-19/Belgium/ULG-10125/2020|EPI_ISL_427390|2020-04-07|Europe,2020.2650273224,4623,744033.413240361,643713.069664477
hCoV-19/Belgium/ULG-10004/2020|EPI_ISL_421184|2020-03-31|Europe,2020.24590163934,4840,763561.694936342,651745.926360375
hCoV-19/Belgium/ULG-8578/2020|EPI_ISL_418638|2020-03-19|Europe,2020.2131147541,4053,737413.799269093,643032.149774
hCoV-19/Belgium/ULG-10041/2020|EPI_ISL_427347|2020-03-31|Europe,2020.24590163934,4102,733446.86342689,642634.738812246
hCoV-19/Belgium/DV-0327353/2020|EPI_ISL_462207|2020-03-27,2020.2349726776,4520,712792.451955993,636761.744918768
hCoV-19/Belgium/ULG-10183/2020|EPI_ISL_455971|2020-5-9|Europe,2020.35245901639,4030,737438.170163197,645880.390551802
hCoV-19/Belgium/ULG-10121/2020|EPI_ISL_427369|2020-04-07|Europe,2020.2650273224,4920,741990.664302101,622284.957991487
hCoV-19/Belgium/ULG-3162/2020|EPI_ISL_417005|2020-03-05,2020.17486338798,4120,724917.661328785,639359.483242014
hCoV-19/Belgium/ULG-10065/2020|EPI_ISL_424635|2020-04-03,2020.25409836066,4170,733792.527973504,629068.310632293
hCoV-19/Belgium/ULG-8808/2020|EPI_ISL_418644|2020-03-19|Europe,2020.2131147541,4621,743068.248258773,647962.564806274
hCoV-19/Belgium/ULG-3163/2020|EPI_ISL_417006|2020-03-05|Europe,2020.17486338798,4650,754606.706542894,647871.05411848
hCoV-19/Belgium/BGM-030444/2020|EPI_ISL_420442|2020-03-04|Europe,2020.17213114754,3210,684691.393529345,674513.423806937
hCoV-19/Belgium/GOF-030578/2020|EPI_ISL_420334|2020-03-05|Europe,2020.17486338798,4257,707379.098660673,656922.399447878
hCoV-19/Belgium/GS-030549/2020|EPI_ISL_418798|2020-03-05|Europe,2020.17486338798,4650,753704.063274774,647083.040686005
hCoV-19/Belgium/ULG-9641/2020|EPI_ISL_418652|2020-03-22|Europe,2020.22131147541,unknown,NA,NA
hCoV-19/Belgium/BA-0330335/2020|EPI_ISL_462189|2020-03-30,2020.24316939891,5020,678923.649450113,630426.858164477
hCoV-19/Belgium/ULG-7821/2020|EPI_ISL_424628|2020-03-17|Europe,2020.20765027322,5300,704749.023941823,629483.10767109
hCoV-19/Belgium/WVM-0317325/2020|EPI_ISL_462179|2020-03-17,2020.20765027322,4020,740609.690246221,650855.832358265
hCoV-19/Belgium/Rega-0329244/2020|EPI_ISL_458214|2020-03-29|Europe,2020.24043715847,5100,683946.723166627,624721.770823392
hCoV-19/Belgium/PBT-0330365/2020|EPI_ISL_462219|2020-03-30,2020.24316939891,4257,709987.752940591,657035.149515171
hCoV-19/Belgium/ULG-10079/2020|EPI_ISL_424639|2020-04-03|Europe,2020.25409836066,4102,733301.629775184,642798.941852777
hCoV-19/Belgium/VLG-0325162/2020|EPI_ISL_420419|2020-03-25|Europe,2020.22950819672,3020,671042.564448627,678252.852153321
hCoV-19/Belgium/CGP-0325334/2020|EPI_ISL_462188|2020-03-25,2020.22950819672,9820,607271.235928906,685170.818502622
hCoV-19/Belgium/ITM_C447/2020|EPI_ISL_434385|2020-04-11,2020.27595628415,NA,NA,NA
hCoV-19/Belgium/IMJ-0401373/2020|EPI_ISL_462227|2020-04-01,2020.24863387978,2880,638465.563328757,696033.007426353
hCoV-19/Belgium/ULG-10016/2020|EPI_ISL_421194|2020-03-30|Europe,2020.24316939891,4900,757661.937591654,632467.432398683
hCoV-19/Belgium/ULG-6939/2020|EPI_ISL_417020|2020-03-15|Europe,2020.20218579235,4052,740044.187241049,640054.954399577
hCoV-19/Belgium/ULG-9572/2020|EPI_ISL_418646|2020-03-21|Europe,2020.21857923497,4102,733051.752307418,641839.328909205
hCoV-19/Belgium/ULG-10153/2020|EPI_ISL_447149|2020-04-18|Europe,2020.29508196721,4163,729141.460589888,629220.216033667
hCoV-19/Belgium/ULG-8541/2020|EPI_ISL_418636|2020-03-19|Europe,2020.2131147541,4000,732731.709631364,652143.844887886
hCoV-19/Belgium/ULG-9751/2020|EPI_ISL_418666|2020-03-22|Europe,2020.22131147541,4100,731405.318559448,645595.126322257
hCoV-19/Belgium/ULG-10036/2020|EPI_ISL_427344|2020-03-30|Europe,2020.24316939891,4342,726538.84183942,652630.338188346
hCoV-19/Belgium/ULG-10078/2020|EPI_ISL_424637|2020-04-03|Europe,2020.25409836066,4340,725043.504059595,656936.52387799
hCoV-19/Belgium/ULG-10001/2020|EPI_ISL_421182|2020-03-30|Europe,2020.24316939891,5300,695496.107037481,628577.798367287
hCoV-19/Belgium/BA-02291/2020|EPI_ISL_415159|2020-02-29|Europe,2020.16120218579,3000,673150.898347533,675145.751336882
hCoV-19/Belgium/DBOM-030566/2020|EPI_ISL_420322|2020-03-05|Europe,2020.17486338798,1050,651053.553820476,666654.530680034
hCoV-19/Belgium/BA-0326323/2020|EPI_ISL_462177|2020-03-26,2020.23224043716,6200,662548.652639354,617895.120952968
hCoV-19/Belgium/BM-0327320/2020|EPI_ISL_462174|2020-03-27,2020.2349726776,6061,658364.088003937,620864.117122837
hCoV-19/Belgium/ULG-6649/2020|EPI_ISL_418631|2020-03-14|Europe,2020.19945355191,6042,654511.56093495,623819.775656325
hCoV-19/Belgium/ULG-10017/2020|EPI_ISL_421195|2020-03-30|Europe,2020.24316939891,4280,701844.150766952,655070.601375823
hCoV-19/Belgium/ITM_C068/2020|EPI_ISL_450726|2020-03-26|Europe,2020.23224043716,NA,NA,NA
hCoV-19/Belgium/SC-0331378/2020|EPI_ISL_462232|2020-03-31,2020.24590163934,2180,653866.824286837,718308.465308058
hCoV-19/Belgium/ITM_C298/2020|EPI_ISL_434380|2020-04-04|Europe,2020.25683060109,NA,NA,NA
hCoV-19/Belgium/ITM_C211/2020|EPI_ISL_434368|2020-03-31|Europe,2020.24590163934,NA,NA,NA
hCoV-19/Belgium/LT-030956/2020|EPI_ISL_418985|2020-03-09|Europe,2020.18579234973,7890,603314.019748336,655448.378817965
hCoV-19/Belgium/NJC-0324126/2020|EPI_ISL_420383|2020-03-24|Europe,2020.22677595628,7830,627905.139330652,650595.203176267
hCoV-19/Belgium/VM-0325171/2020|EPI_ISL_420428|2020-03-25|Europe,2020.22950819672,3370,685806.072788257,672237.206252723
hCoV-19/Belgium/CF-0324119/2020|EPI_ISL_420376|2020-03-24|Europe,2020.22677595628,7060,627093.998248415,642869.616480675
hCoV-19/Belgium/Rega-0329218/2020|EPI_ISL_458188|2020-03-29|Europe,2020.24043715847,7941,611800.553446399,644363.391907129
hCoV-19/Belgium/20A44/2020|EPI_ISL_452149|2020-04-09|Europe,2020.27049180328,NA,NA,NA
hCoV-19/Belgium/ITM_C406/2020|EPI_ISL_434386|2020-04-09|Europe,2020.27049180328,NA,NA,NA
hCoV-19/Belgium/ITM_C376/2020|EPI_ISL_450736|2020-04-08|Europe,2020.26775956284,NA,NA,NA
hCoV-19/Belgium/ITM_C347/2020|EPI_ISL_434382|2020-04-07|Europe,2020.2650273224,NA,NA,NA
hCoV-19/Belgium/ITM_C456/2020|EPI_ISL_434378|2020-04-13|Europe,2020.28142076503,NA,NA,NA
hCoV-19/Belgium/UGent-67/2020|EPI_ISL_451178|2020-04-09|Europe,2020.27049180328,NA,NA,NA
hCoV-19/Belgium/Rega-0331263/2020|EPI_ISL_458233|2020-03-31|Europe,2020.24590163934,2230,687378.918469941,696081.966486951
hCoV-19/Belgium/ITM_C030/2020|EPI_ISL_434376|2020-03-25|Europe,2020.22950819672,NA,NA,NA
hCoV-19/Belgium/RR-0326315/2020|EPI_ISL_462169|2020-03-26,2020.23224043716,3090,660005.955231311,663321.211208046
hCoV-19/Belgium/Rega-0328207/2020|EPI_ISL_458177|2020-03-28|Europe,2020.23770491803,1160,655668.897208786,665523.345160389
hCoV-19/Belgium/Rega-0329246/2020|EPI_ISL_458216|2020-03-29|Europe,2020.24043715847,1480,634633.223206114,653984.639230086
hCoV-19/Belgium/Rega-0329243/2020|EPI_ISL_458213|2020-03-29|Europe,2020.24043715847,7700,569189.398428883,657818.730996068
hCoV-19/Belgium/DJMG-0325156/2020|EPI_ISL_420413|2020-03-25|Europe,2020.22950819672,7700,567513.612151934,659397.324572621
hCoV-19/Belgium/ULG-10150/2020|EPI_ISL_447147|2020-04-18|Europe,2020.29508196721,4141,743722.378798195,637471.03004845
hCoV-19/Belgium/REGA-0312401/2020|EPI_ISL_462255|2020-03-12,2020.19398907104,3570,717317.16833858,673521.815621517
hCoV-19/Belgium/ITM_C340/2020|EPI_ISL_434367|2020-04-06|Europe,2020.26229508197,NA,NA,NA
hCoV-19/Belgium/ITM_C159/2020|EPI_ISL_434375|2020-03-29|Europe,2020.24043715847,NA,NA,NA
hCoV-19/Belgium/ITM_C147/2020|EPI_ISL_434373|2020-03-28|Europe,2020.23770491803,NA,NA,NA
hCoV-19/Belgium/Rega-0328204/2020|EPI_ISL_458174|2020-03-28|Europe,2020.23770491803,1150,656951.738869058,667732.410714826
hCoV-19/Belgium/Rega-0328196/2020|EPI_ISL_458166|2020-03-28|Europe,2020.23770491803,7021,627462.918319637,625780.522958445
hCoV-19/Belgium/Rega-0327214/2020|EPI_ISL_458184|2020-03-27|Europe,2020.2349726776,7300,609597.090318482,623021.171336119
